"Briska Päron",17.60 kr
"Briska Granatäpple",17.60 kr
"Strongbow",23.00 kr
"Xider Cactus/Lime",21.50 kr
"Xider Mandarin/Chili",21.30 kr
"Xider Wasabi/Lemon",21.30 kr
"Xider Pine/Citrus",21.30 kr
"Xider Pomegranade/Rhubarb",20.00 kr
"Hardcore Cider",25.00 kr
"Weston",19.00 kr
